2014-11,900,51
2016-12,-200,43
2018-08,800,130
2019-04,300,113
2016-05,-400,121
2014-03,800,98
2016-03,900,40
2015-03,-500,75
2013-06,-300,40
2015-10,-300,32
2008-11,800,49
2016-05,100,83
2019-09,200,254
2014-05,-400,110
2020-01,-300,17
2011-08,-400,66
2007-05,200,198
2013-10,300,70
2015-03,0,116
2018-11,-200,20
2012-01,530,41
2009-09,-300,59
2019-03,0,162
2015-08,1000,22
2009-06,-400,81
2016-07,-400,94
2010-07,0,138
2010-05,0,131
2010-11,-200,5
2016-07,-300,52
2015-05,800,94
2009-01,800,41
2012-08,400,15
2020-03,300,46
2006-06,400,9
2018-07,530,81
2014-09,0,26
2014-04,800,118
2015-04,1030,2
2012-11,530,56
2010-10,-500,38
2012-05,530,58
2019-10,800,184
2011-05,-600,23
2016-01,800,116
2018-01,800,130
2009-11,-500,68
2017-09,300,104
2007-03,100,115
2016-06,0,24
2019-11,0,135
2012-10,-600,24
2015-04,300,108
2010-03,-300,65
2018-09,100,73
2016-10,-700,255
2010-06,-300,43
2011-03,200,94
2018-02,800,106
2012-09,-600,42
2013-04,400,15
2008-12,-500,63
2008-08,100,53
2018-04,300,115
2009-01,100,187
2018-05,300,136
2010-02,-200,6
2008-12,200,29
2010-03,-400,53
2010-04,-700,168
2015-03,-400,95
2008-03,-500,43
2007-03,-800,164
2018-04,-500,56
2014-10,800,78
2008-02,1100,43
2007-12,1000,3
2012-08,-700,115
2013-01,-500,103
2012-02,-500,87
2007-10,-500,28
2016-06,-500,61
2014-12,100,217
2006-08,-300,36
2013-09,0,31
2016-07,100,66
2015-06,0,30
2010-02,200,31
2011-04,-500,28
2009-01,-500,72
2016-10,200,269
2011-05,800,49
2013-03,800,75
2015-05,-400,102
2011-07,-400,77
2015-01,530,76
2013-01,900,27
2011-02,530,47
2005-08,100,35
2017-11,0,90
2011-03,-800,79
2011-05,100,80
2018-08,300,142
2008-03,-800,127
2018-04,-300,15
2007-01,1100,16
2017-09,0,15
2019-06,-300,26
2018-05,-700,252
2015-12,-300,5
2015-08,900,44
2019-11,200,124
2011-10,-300,41
2017-11,300,27
2014-10,900,31
2014-03,900,41
2012-06,-400,79
2006-02,-600,29
2014-08,300,75
2014-08,-400,100
2011-01,-300,50
2013-12,900,48
2012-10,-400,66
2009-01,600,1
2008-01,200,21
2016-03,1100,28
2015-09,-500,42
2014-10,530,50
2018-10,200,273
2006-06,-500,18
2011-03,800,56
2013-07,100,84
2009-03,300,20
2017-11,1100,20
2008-01,-500,89
2015-02,1100,22
2018-07,1000,16
2007-05,-500,32
2013-03,-800,54
2012-10,-300,51
2013-10,-400,101
2008-09,-300,61
2007-06,-500,23
2007-03,300,11
2009-11,-300,58
2015-10,0,55
2009-06,-300,43
2015-04,-600,16
2011-01,100,224
2018-04,0,15
2019-11,900,20
2006-08,1000,22
2010-09,300,40
2019-10,-500,47
2013-04,1000,16
2006-09,100,38
2013-09,-300,44
2015-03,-600,40
2010-01,800,42
2014-09,1000,25
2008-03,800,32
2016-11,800,130
2014-11,0,123
2008-06,-500,20
2011-08,1000,13
2008-01,-300,39
2011-05,-500,41
2019-10,900,15
2018-03,-500,133
2011-02,0,182
2016-04,-500,53
2020-05,-600,20
2019-07,0,61
2011-10,300,31
2012-10,-700,227
2017-01,530,70
2019-10,1100,12
2012-08,0,173
2019-12,-300,16
2008-12,800,36
2012-02,200,52
2010-10,900,44
2019-02,200,124
2014-08,-700,239
2012-04,100,53
2009-11,0,175
2019-06,-500,53
2015-08,300,112
2014-04,-500,47
2008-08,-300,37
2009-04,530,14
2016-11,530,78
2015-06,-500,45
2009-04,100,73
2010-03,200,88
2007-09,-400,59
2014-02,200,83
2008-03,-300,23
2016-05,-300,38
2013-12,-600,33
2010-12,-300,36
2020-06,300,25
2016-11,-600,70
2019-04,-300,22
2014-08,200,243
2013-03,-700,110
2015-08,0,25
2015-06,200,286
2011-03,1100,7
2012-12,-600,28
2018-03,-600,48
2015-10,-700,191
2014-11,-300,41
2014-10,1100,13
2009-02,1030,3
2006-03,-500,61
2013-03,200,75
2012-03,-800,133
2009-07,200,170
2011-08,800,51
2014-02,-300,48
2008-02,900,21
2007-10,-300,44
2014-09,-500,49
2007-10,800,38
2016-12,-700,17
2011-12,900,42
2016-12,0,77
2011-11,400,10
2016-12,-500,116
2005-08,-400,37
2011-05,-300,54
2013-06,900,51
2013-05,100,68
2017-01,-200,45
2020-06,900,8
2008-06,200,150
2007-04,900,13
2018-12,-800,246
2007-10,-400,86
2019-09,300,122
2015-04,-500,41
2014-01,530,45
2017-02,1100,22
2012-12,900,36
2010-06,-500,18
2007-09,-500,20
2008-04,200,188
2013-08,400,18
2006-10,100,40
2010-07,-400,65
2009-08,0,126
2014-08,-500,53
2013-10,100,158
2007-02,-300,24
2008-11,-600,27
2007-08,400,8
2017-03,530,78
2016-03,-400,86
2006-05,900,6
2015-01,-500,94
2012-12,-200,9
2016-02,-200,33
2010-05,-500,34
2017-05,-300,58
2010-02,-300,63
2012-06,530,47
2006-10,-400,38
2012-04,530,52
2008-05,100,57
2015-04,-300,38
2011-08,0,145
2007-01,200,10
2006-05,-500,20
2019-01,-500,133
2013-10,-500,41
2013-11,0,108
2009-02,100,149
2017-11,-600,59
2005-03,0,16
2012-02,530,54
2014-03,-300,51
2016-11,1000,3
2017-02,530,63
2006-02,-200,17
2019-09,1000,15
2013-11,-500,76
2015-02,-600,51
2018-09,-600,32
2011-04,530,30
2016-05,530,50
2012-12,200,32
2018-07,900,44
2014-04,900,39
2016-05,300,93
2014-09,-300,43
2008-10,1100,28
2015-07,-400,130
2014-08,700,3
2014-05,1000,30
2011-12,200,49
2010-06,100,51
2018-08,-300,9
2015-11,530,55
2007-11,-600,27
2020-02,0,98
2019-04,100,80
2007-03,-500,52
2011-11,-800,133
2013-12,-700,24
2014-05,200,273
2005-11,1100,21
2017-02,-700,22
2016-09,900,28
2015-09,600,1
2010-11,300,8
2007-02,-600,27
2018-01,-500,158
2013-03,-500,70
2014-12,200,96
2005-11,200,7
2013-07,-400,99
2012-01,-200,12
2008-09,0,31
2010-08,-400,91
2014-12,1100,22
2012-08,700,1
2012-08,-500,34
2011-11,900,27
2019-10,530,58
2009-08,-500,29
2007-09,400,4
2015-10,-600,14
2011-04,800,42
2008-09,-400,67
2014-07,-600,26
2013-04,100,62
2009-12,-500,94
2009-08,100,44
2005-05,-400,34
2019-07,530,54
2013-08,900,50
2013-08,1000,20
2012-06,1000,11
2020-05,-300,15
